hid,occupant,htype,hsize,geoid,Floor,income,FPL,x,y,ZIP
47893,3543,family,2,12057011103,1,33828,194,-82.46307143758705,28.17149774515156,33548
47893,3546,family,2,12057011103,1,33828,194,-82.46307143758705,28.17149774515156,33548
47894,3556,family,2,12057011103,1,203225,1167,-82.46299106143684,28.171223137131253,33548
47894,3563,family,2,12057011103,1,203225,1167,-82.46299106143684,28.171223137131253,33548
47895,3568,family,2,12057011103,1,144526,830,-82.46289077282954,28.170948276492023,33548
47895,3570,family,2,12057011103,1,144526,830,-82.46289077282954,28.170948276492023,33548
47895,3571,family,2,12057011103,2,87968,505,-82.46289077282954,28.170948276492023,33548
47895,3574,family,2,12057011103,2,87968,505,-82.46289077282954,28.170948276492023,33548
47896,3578,family,2,12057011103,1,154622,888,-82.46372355547437,28.17147506724544,33548
47896,3581,family,2,12057011103,1,154622,888,-82.46372355547437,28.17147506724544,33548
47897,3582,family,2,12057011103,1,106613,612,-82.46369810812833,28.17121630863724,33548
47897,3588,family,2,12057011103,1,106613,612,-82.46369810812833,28.17121630863724,33548
47898,3593,family,2,12057011103,1,23045,132,-82.46371882264899,28.17092025668741,33548
47898,3599,family,2,12057011103,1,23045,132,-82.46371882264899,28.17092025668741,33548
47898,3600,family,2,12057011103,2,19294,111,-82.46371882264899,28.17092025668741,33548
47898,3605,family,2,12057011103,2,19294,111,-82.46371882264899,28.17092025668741,33548
47899,3612,family,2,12057011103,1,106758,613,-82.46251749107464,28.17033624789737,33548
47899,3613,family,2,12057011103,1,106758,613,-82.46251749107464,28.17033624789737,33548
47900,3617,family,2,12057011103,1,54884,315,-82.46295414344473,28.170325747948908,33548
47900,3619,family,2,12057011103,1,54884,315,-82.46295414344473,28.170325747948908,33548
47901,3623,family,2,12057011103,1,104953,602,-82.46339500403612,28.17022484443069,33548
47901,3626,family,2,12057011103,1,104953,602,-82.46339500403612,28.17022484443069,33548
47902,3636,family,2,12057011103,1,198279,1138,-82.46366697218758,28.170138367492,33548
47902,3639,family,2,12057011103,1,198279,1138,-82.46366697218758,28.170138367492,33548
47903,3643,family,2,12057011103,1,44966,258,-82.46392103497713,28.170006369027156,33548
47903,3650,family,2,12057011103,1,44966,258,-82.46392103497713,28.170006369027156,33548
47903,3656,family,2,12057011103,2,16977,97,-82.46392103497713,28.170006369027156,33548
47903,3664,family,2,12057011103,2,16977,97,-82.46392103497713,28.170006369027156,33548
47911,3668,family,2,12057011103,1,15813,91,-82.46392397081313,28.16030652030735,33548
47911,3674,family,2,12057011103,1,15813,91,-82.46392397081313,28.16030652030735,33548
47913,3676,family,2,12057011103,1,48285,277,-82.46347325318719,28.15804041025113,33548
47913,3677,family,2,12057011103,1,48285,277,-82.46347325318719,28.15804041025113,33548
47913,3681,family,2,12057011103,2,161710,928,-82.46347325318719,28.15804041025113,33548
47913,3684,family,2,12057011103,2,161710,928,-82.46347325318719,28.15804041025113,33548
47914,3687,family,2,12057011103,1,189009,1085,-82.46232696731393,28.159073860348943,33548
47914,3692,family,2,12057011103,1,189009,1085,-82.46232696731393,28.159073860348943,33548
47915,3701,family,2,12057011103,1,142541,818,-82.46324452287473,28.158439987481756,33548
47915,3702,family,2,12057011103,1,142541,818,-82.46324452287473,28.158439987481756,33548
47915,3703,family,2,12057011103,2,20873,120,-82.46324452287473,28.158439987481756,33548
47915,3709,family,2,12057011103,2,20873,120,-82.46324452287473,28.158439987481756,33548
47916,1171,nonfamily,2,12057011103,1,90441,519,-82.46255808379554,28.15985800154527,33548
47916,1173,nonfamily,2,12057011103,1,90441,519,-82.46255808379554,28.15985800154527,33548
47916,1174,nonfamily,2,12057011103,2,191113,1097,-82.46255808379554,28.15985800154527,33548
47916,1178,nonfamily,2,12057011103,2,191113,1097,-82.46255808379554,28.15985800154527,33548
47917,1179,nonfamily,2,12057011103,1,185945,1067,-82.46316229206087,28.161870698945883,33548
47917,1181,nonfamily,2,12057011103,1,185945,1067,-82.46316229206087,28.161870698945883,33548
47917,1182,nonfamily,2,12057011103,2,28676,165,-82.46316229206087,28.161870698945883,33548
47917,1183,nonfamily,2,12057011103,2,28676,165,-82.46316229206087,28.161870698945883,33548
47919,3711,family,2,12057011103,1,166862,958,-82.46096944691833,28.16569035267956,33548
47919,3713,family,2,12057011103,1,166862,958,-82.46096944691833,28.16569035267956,33548
47920,3715,family,2,12057011103,1,179730,1032,-82.46074056195194,28.165975756422537,33548
47920,3716,family,2,12057011103,1,179730,1032,-82.46074056195194,28.165975756422537,33548
47921,3718,family,2,12057011103,1,195129,1120,-82.46068356665506,28.166304757593384,33548
47921,3720,family,2,12057011103,1,195129,1120,-82.46068356665506,28.166304757593384,33548
47921,3721,family,2,12057011103,2,48624,279,-82.46068356665506,28.166304757593384,33548
47921,3725,family,2,12057011103,2,48624,279,-82.46068356665506,28.166304757593384,33548
47922,3727,family,2,12057011103,1,194965,1119,-82.46082860579916,28.168070037896168,33548
47922,3728,family,2,12057011103,1,194965,1119,-82.46082860579916,28.168070037896168,33548
47923,3733,family,2,12057011103,1,19349,111,-82.46082440125423,28.167838496488724,33548
47923,3736,family,2,12057011103,1,19349,111,-82.46082440125423,28.167838496488724,33548
47924,3743,family,2,12057011103,1,15621,90,-82.46077344166694,28.167600668056508,33548
47924,3752,family,2,12057011103,1,15621,90,-82.46077344166694,28.167600668056508,33548
47925,3755,family,2,12057011103,1,211733,1215,-82.46068881318499,28.167355216288115,33548
47925,3757,family,2,12057011103,1,211733,1215,-82.46068881318499,28.167355216288115,33548
47926,3758,family,2,12057011103,1,159211,914,-82.46063922872727,28.166902807988315,33548
47926,3761,family,2,12057011103,1,159211,914,-82.46063922872727,28.166902807988315,33548
47927,3764,family,2,12057011103,1,215205,1235,-82.46064162682774,28.16714550992532,33548
47927,3769,family,2,12057011103,1,215205,1235,-82.46064162682774,28.16714550992532,33548
47927,3770,family,2,12057011103,2,107406,617,-82.46064162682774,28.16714550992532,33548
47927,3772,family,2,12057011103,2,107406,617,-82.46064162682774,28.16714550992532,33548
47929,3774,family,2,12057011103,1,50616,291,-82.46121161617893,28.16950657195345,33548
47929,3783,family,2,12057011103,1,50616,291,-82.46121161617893,28.16950657195345,33548
47930,3785,family,2,12057011103,1,11685,67,-82.46124541231012,28.16930104666444,33548
47930,3786,family,2,12057011103,1,11685,67,-82.46124541231012,28.16930104666444,33548
47932,3789,family,2,12057011103,1,218554,1255,-82.46089834142762,28.16871401686207,33548
47932,3792,family,2,12057011103,1,218554,1255,-82.46089834142762,28.16871401686207,33548
47933,3796,family,2,12057011103,1,108779,624,-82.46098982461305,28.1692235562004,33548
47933,3801,family,2,12057011103,1,108779,624,-82.46098982461305,28.1692235562004,33548
47934,3804,family,2,12057011103,1,186235,1069,-82.46134483732945,28.170253806639625,33548
47934,3810,family,2,12057011103,1,186235,1069,-82.46134483732945,28.170253806639625,33548
47934,3811,family,2,12057011103,2,25388,146,-82.46134483732945,28.170253806639625,33548
47934,3812,family,2,12057011103,2,25388,146,-82.46134483732945,28.170253806639625,33548
47934,3816,family,2,12057011103,3,73057,419,-82.46134483732945,28.170253806639625,33548
47934,3820,family,2,12057011103,3,73057,419,-82.46134483732945,28.170253806639625,33548
47934,3821,family,2,12057011103,4,84689,486,-82.46134483732945,28.170253806639625,33548
47934,3831,family,2,12057011103,4,84689,486,-82.46134483732945,28.170253806639625,33548
47935,3834,family,2,12057011103,1,65937,379,-82.46202239197241,28.17059959328131,33548
47935,3837,family,2,12057011103,1,65937,379,-82.46202239197241,28.17059959328131,33548
47936,3838,family,2,12057011103,1,171549,985,-82.46259337095762,28.171300818314872,33548
47936,3839,family,2,12057011103,1,171549,985,-82.46259337095762,28.171300818314872,33548
47936,3841,family,2,12057011103,2,156311,897,-82.46259337095762,28.171300818314872,33548
47936,3842,family,2,12057011103,2,156311,897,-82.46259337095762,28.171300818314872,33548
47937,3845,family,2,12057011103,1,105128,603,-82.46204850023103,28.170108414333843,33548
47937,3850,family,2,12057011103,1,105128,603,-82.46204850023103,28.170108414333843,33548
47937,3851,family,2,12057011103,2,116687,670,-82.46204850023103,28.170108414333843,33548
47937,3852,family,2,12057011103,2,116687,670,-82.46204850023103,28.170108414333843,33548
47938,3856,family,2,12057011103,1,22550,129,-82.46065243818045,28.166631213798254,33548
47938,3858,family,2,12057011103,1,22550,129,-82.46065243818045,28.166631213798254,33548
47938,3859,family,2,12057011103,2,135241,776,-82.46065243818045,28.166631213798254,33548
47938,3860,family,2,12057011103,2,135241,776,-82.46065243818045,28.166631213798254,33548
47939,3863,family,2,12057011103,1,49563,285,-82.4609250018153,28.16895530780192,33548
47939,3866,family,2,12057011103,1,49563,285,-82.4609250018153,28.16895530780192,33548
47939,3867,family,2,12057011103,2,52687,302,-82.4609250018153,28.16895530780192,33548
47939,3873,family,2,12057011103,2,52687,302,-82.4609250018153,28.16895530780192,33548
47940,3876,family,2,12057011103,1,48009,276,-82.46184837761943,28.170872039226804,33548
47940,3878,family,2,12057011103,1,48009,276,-82.46184837761943,28.170872039226804,33548
47940,3883,family,2,12057011103,2,178128,1023,-82.46184837761943,28.170872039226804,33548
47940,3889,family,2,12057011103,2,178128,1023,-82.46184837761943,28.170872039226804,33548
47941,3892,family,2,12057011103,1,180852,1038,-82.46426409286761,28.170091875045795,33548
47941,3898,family,2,12057011103,1,180852,1038,-82.46426409286761,28.170091875045795,33548
47942,3899,family,2,12057011103,1,179524,1031,-82.46469998189177,28.170210723584237,33548
47942,3900,family,2,12057011103,1,179524,1031,-82.46469998189177,28.170210723584237,33548
47942,3907,family,2,12057011103,2,154094,885,-82.46469998189177,28.170210723584237,33548
47942,3909,family,2,12057011103,2,154094,885,-82.46469998189177,28.170210723584237,33548
47943,1111,nonfamily,1,12057011103,1,128087,994,-82.46476421460957,28.171177172167845,33548
47943,1114,nonfamily,1,12057011103,2,44263,344,-82.46476421460957,28.171177172167845,33548
47944,3911,family,2,12057011103,1,236437,1357,-82.46595531721567,28.17138508254058,33548
47944,3914,family,2,12057011103,1,236437,1357,-82.46595531721567,28.17138508254058,33548
47944,3916,family,2,12057011103,2,136972,786,-82.46595531721567,28.17138508254058,33548
47944,3922,family,2,12057011103,2,136972,786,-82.46595531721567,28.17138508254058,33548
47944,3926,family,2,12057011103,3,31784,182,-82.46595531721567,28.17138508254058,33548
47944,3929,family,2,12057011103,3,31784,182,-82.46595531721567,28.17138508254058,33548
47944,3933,family,2,12057011103,4,48848,280,-82.46595531721567,28.17138508254058,33548
47944,3934,family,2,12057011103,4,48848,280,-82.46595531721567,28.17138508254058,33548
47945,3935,family,2,12057011103,1,240016,1378,-82.46518914821765,28.17009191875985,33548
47945,3938,family,2,12057011103,1,240016,1378,-82.46518914821765,28.17009191875985,33548
47946,3941,family,2,12057011103,1,21566,124,-82.46582124356058,28.17050263325262,33548
47946,3942,family,2,12057011103,1,21566,124,-82.46582124356058,28.17050263325262,33548
47947,3943,family,2,12057011103,1,179810,1032,-82.46668885423728,28.17080285930212,33548
47947,3945,family,2,12057011103,1,179810,1032,-82.46668885423728,28.17080285930212,33548
47948,3952,family,2,12057011103,1,42354,243,-82.4667602693893,28.171243900452907,33548
47948,3953,family,2,12057011103,1,42354,243,-82.4667602693893,28.171243900452907,33548
47949,3954,family,2,12057011103,1,28907,166,-82.46627423672598,28.170770514091515,33548
47949,3957,family,2,12057011103,1,28907,166,-82.46627423672598,28.170770514091515,33548
47950,3959,family,2,12057011103,1,36624,210,-82.46668383004052,28.169259022758222,33548
47950,3962,family,2,12057011103,1,36624,210,-82.46668383004052,28.169259022758222,33548
47951,3972,family,2,12057011103,1,40536,233,-82.46668214269245,28.169501516973785,33548
47951,3974,family,2,12057011103,1,40536,233,-82.46668214269245,28.169501516973785,33548
47952,3517,family,2,12057011103,1,167400,961,-82.46667961309184,28.170049728335343,33548
47952,3518,family,2,12057011103,1,167400,961,-82.46667961309184,28.170049728335343,33548
47953,3519,family,2,12057011103,1,96999,557,-82.46666821821304,28.17044068456082,33548
47953,3520,family,2,12057011103,1,96999,557,-82.46666821821304,28.17044068456082,33548
47955,3521,family,2,12057011103,1,44272,254,-82.46593252044266,28.1698189949218,33548
47955,3522,family,2,12057011103,1,44272,254,-82.46593252044266,28.1698189949218,33548
47956,3523,family,2,12057011103,1,206652,1186,-82.4661985461528,28.16939909504369,33548
47956,3524,family,2,12057011103,1,206652,1186,-82.4661985461528,28.16939909504369,33548
47957,3525,family,2,12057011103,1,194249,1115,-82.46539965203854,28.169432051278324,33548
47957,3526,family,2,12057011103,1,194249,1115,-82.46539965203854,28.169432051278324,33548
47959,3527,family,2,12057011103,1,35105,202,-82.46656442785728,28.168308645854868,33548
47959,3528,family,2,12057011103,1,35105,202,-82.46656442785728,28.168308645854868,33548
47959,3529,family,2,12057011103,2,102539,589,-82.46656442785728,28.168308645854868,33548
47959,3530,family,2,12057011103,2,102539,589,-82.46656442785728,28.168308645854868,33548
47960,3531,family,2,12057011103,1,28964,166,-82.46496674392112,28.168358883493752,33548
47960,3532,family,2,12057011103,1,28964,166,-82.46496674392112,28.168358883493752,33548
