hid,occupant,htype,hsize,geoid,Floor,income,FPL,x,y,ZIP
169267,3543,family,2,12057014007,1,75942,436,-82.35105050867801,27.77038024124188,33573
169267,3546,family,2,12057014007,1,75942,436,-82.35105050867801,27.77038024124188,33573
169267,3556,family,2,12057014007,2,91813,527,-82.35105050867801,27.77038024124188,33573
169267,3563,family,2,12057014007,2,91813,527,-82.35105050867801,27.77038024124188,33573
169268,3568,family,2,12057014007,1,114411,657,-82.35123523636399,27.770423050897293,33573
169268,3570,family,2,12057014007,1,114411,657,-82.35123523636399,27.770423050897293,33573
169269,3571,family,2,12057014007,1,35609,204,-82.35142126090393,27.770461159195825,33573
169269,3574,family,2,12057014007,1,35609,204,-82.35142126090393,27.770461159195825,33573
169269,3578,family,2,12057014007,2,29786,171,-82.35142126090393,27.770461159195825,33573
169269,3581,family,2,12057014007,2,29786,171,-82.35142126090393,27.770461159195825,33573
169270,3582,family,2,12057014007,1,48712,280,-82.35160843073612,27.770494535813945,33573
169270,3588,family,2,12057014007,1,48712,280,-82.35160843073612,27.770494535813945,33573
169271,3593,family,2,12057014007,1,147481,847,-82.35179659415127,27.77052315278136,33573
169271,3599,family,2,12057014007,1,147481,847,-82.35179659415127,27.77052315278136,33573
169271,3600,family,2,12057014007,2,86056,494,-82.35179659415127,27.77052315278136,33573
169271,3605,family,2,12057014007,2,86056,494,-82.35179659415127,27.77052315278136,33573
169272,3612,family,2,12057014007,1,64120,368,-82.35198559849232,27.7705469876882,33573
169272,3613,family,2,12057014007,1,64120,368,-82.35198559849232,27.7705469876882,33573
169272,3617,family,2,12057014007,2,98158,563,-82.35198559849232,27.7705469876882,33573
169272,3619,family,2,12057014007,2,98158,563,-82.35198559849232,27.7705469876882,33573
169273,3623,family,2,12057014007,1,61047,350,-82.35217528971057,27.770566020939174,33573
169273,3626,family,2,12057014007,1,61047,350,-82.35217528971057,27.770566020939174,33573
169273,3636,family,2,12057014007,2,122295,702,-82.35217528971057,27.770566020939174,33573
169273,3639,family,2,12057014007,2,122295,702,-82.35217528971057,27.770566020939174,33573
169274,3643,family,2,12057014007,1,177730,1020,-82.35236551396576,27.770580236565756,33573
169274,3650,family,2,12057014007,1,177730,1020,-82.35236551396576,27.770580236565756,33573
169275,3656,family,2,12057014007,1,87560,503,-82.35255611649906,27.77058962382097,33573
169275,3664,family,2,12057014007,1,87560,503,-82.35255611649906,27.77058962382097,33573
169275,3668,family,2,12057014007,2,73744,423,-82.35255611649906,27.77058962382097,33573
169275,3674,family,2,12057014007,2,73744,423,-82.35255611649906,27.77058962382097,33573
169276,3676,family,2,12057014007,1,196829,1130,-82.35274694212279,27.770594174826662,33573
169276,3677,family,2,12057014007,1,196829,1130,-82.35274694212279,27.770594174826662,33573
169277,3681,family,2,12057014007,1,53894,309,-82.35293905234337,27.77059434078608,33573
169277,3684,family,2,12057014007,1,53894,309,-82.35293905234337,27.77059434078608,33573
169277,3687,family,2,12057014007,2,135651,779,-82.35293905234337,27.77059434078608,33573
169277,3692,family,2,12057014007,2,135651,779,-82.35293905234337,27.77059434078608,33573
169278,3701,family,2,12057014007,1,79636,457,-82.35318859141853,27.77058576985006,33573
169278,3702,family,2,12057014007,1,79636,457,-82.35318859141853,27.77058576985006,33573
169278,3703,family,2,12057014007,2,49548,284,-82.35318859141853,27.77058576985006,33573
169278,3709,family,2,12057014007,2,49548,284,-82.35318859141853,27.77058576985006,33573
169279,3711,family,2,12057014007,1,59966,344,-82.35337398897123,27.77057920083314,33573
169279,3713,family,2,12057014007,1,59966,344,-82.35337398897123,27.77057920083314,33573
169280,3715,family,2,12057014007,1,6211,36,-82.3535593866239,27.770572631320995,33573
169280,3716,family,2,12057014007,1,6211,36,-82.3535593866239,27.770572631320995,33573
169280,3718,family,2,12057014007,2,99702,572,-82.3535593866239,27.770572631320995,33573
169280,3720,family,2,12057014007,2,99702,572,-82.3535593866239,27.770572631320995,33573
169281,3721,family,2,12057014007,1,105584,606,-82.35374478471749,27.770566061791737,33573
169281,3725,family,2,12057014007,1,105584,606,-82.35374478471749,27.770566061791737,33573
169281,3727,family,2,12057014007,2,13585,78,-82.35374478471749,27.770566061791737,33573
169281,3728,family,2,12057014007,2,13585,78,-82.35374478471749,27.770566061791737,33573
169282,3733,family,2,12057014007,1,88068,506,-82.35393018227863,27.770559492015312,33573
169282,3736,family,2,12057014007,1,88068,506,-82.35393018227863,27.770559492015312,33573
169283,3743,family,2,12057014007,1,208294,1196,-82.3541155798558,27.770552921757748,33573
169283,3752,family,2,12057014007,1,208294,1196,-82.3541155798558,27.770552921757748,33573
169283,3755,family,2,12057014007,2,72024,413,-82.3541155798558,27.770552921757748,33573
169283,3757,family,2,12057014007,2,72024,413,-82.3541155798558,27.770552921757748,33573
169284,3758,family,2,12057014007,1,82508,474,-82.35430097728269,27.770546351498464,33573
169284,3761,family,2,12057014007,1,82508,474,-82.35430097728269,27.770546351498464,33573
169284,3764,family,2,12057014007,2,212829,1222,-82.35430097728269,27.770546351498464,33573
169284,3769,family,2,12057014007,2,212829,1222,-82.35430097728269,27.770546351498464,33573
169285,3770,family,2,12057014007,1,73704,423,-82.35448637480955,27.77053978074395,33573
169285,3772,family,2,12057014007,1,73704,423,-82.35448637480955,27.77053978074395,33573
169285,3774,family,2,12057014007,2,93233,535,-82.35448637480955,27.77053978074395,33573
169285,3783,family,2,12057014007,2,93233,535,-82.35448637480955,27.77053978074395,33573
169286,3785,family,2,12057014007,1,91512,525,-82.35467177277727,27.770533209972324,33573
169286,3786,family,2,12057014007,1,91512,525,-82.35467177277727,27.770533209972324,33573
169287,3789,family,2,12057014007,1,202200,1161,-82.35485727003739,27.770525946388112,33573
169287,3792,family,2,12057014007,1,202200,1161,-82.35485727003739,27.770525946388112,33573
169287,3796,family,2,12057014007,2,195081,1120,-82.35485727003739,27.770525946388112,33573
169287,3801,family,2,12057014007,2,195081,1120,-82.35485727003739,27.770525946388112,33573
169288,3804,family,2,12057014007,1,99935,574,-82.35504919178884,27.77051710316593,33573
169288,3810,family,2,12057014007,1,99935,574,-82.35504919178884,27.77051710316593,33573
169289,3811,family,2,12057014007,1,249761,1434,-82.3552478589723,27.77052849739104,33573
169289,3812,family,2,12057014007,1,249761,1434,-82.3552478589723,27.77052849739104,33573
169289,3816,family,2,12057014007,2,56170,322,-82.3552478589723,27.77052849739104,33573
169289,3820,family,2,12057014007,2,56170,322,-82.3552478589723,27.77052849739104,33573
169290,3821,family,2,12057014007,1,120402,691,-82.35544411813977,27.77055844488495,33573
169290,3831,family,2,12057014007,1,120402,691,-82.35544411813977,27.77055844488495,33573
169290,3834,family,2,12057014007,2,160531,922,-82.35544411813977,27.77055844488495,33573
169290,3837,family,2,12057014007,2,160531,922,-82.35544411813977,27.77055844488495,33573
169291,3838,family,2,12057014007,1,85659,492,-82.35563575130053,27.770606574487516,33573
169291,3839,family,2,12057014007,1,85659,492,-82.35563575130053,27.770606574487516,33573
169292,3841,family,2,12057014007,1,52029,299,-82.35582063638974,27.770672353186697,33573
169292,3842,family,2,12057014007,1,52029,299,-82.35582063638974,27.770672353186697,33573
169292,3845,family,2,12057014007,2,96315,553,-82.35582063638974,27.770672353186697,33573
169292,3850,family,2,12057014007,2,96315,553,-82.35582063638974,27.770672353186697,33573
169293,3851,family,2,12057014007,1,92095,529,-82.3559967246663,27.770755052498604,33573
169293,3852,family,2,12057014007,1,92095,529,-82.3559967246663,27.770755052498604,33573
169294,3856,family,2,12057014007,1,53365,306,-82.3561724704329,27.770860460709372,33573
169294,3858,family,2,12057014007,1,53365,306,-82.3561724704329,27.770860460709372,33573
169295,3859,family,2,12057014007,1,73949,425,-82.3563424236304,27.770990336513087,33573
169295,3860,family,2,12057014007,1,73949,425,-82.3563424236304,27.770990336513087,33573
169295,3863,family,2,12057014007,2,27570,158,-82.3563424236304,27.770990336513087,33573
169295,3866,family,2,12057014007,2,27570,158,-82.3563424236304,27.770990336513087,33573
169296,3867,family,2,12057014007,1,63062,362,-82.35648605524837,27.77112899209795,33573
169296,3873,family,2,12057014007,1,63062,362,-82.35648605524837,27.77112899209795,33573
169297,3876,family,2,12057014007,1,82816,475,-82.3566044996105,27.77127137048932,33573
169297,3878,family,2,12057014007,1,82816,475,-82.3566044996105,27.77127137048932,33573
169297,3883,family,2,12057014007,2,10035,58,-82.3566044996105,27.77127137048932,33573
169297,3889,family,2,12057014007,2,10035,58,-82.3566044996105,27.77127137048932,33573
169298,3892,family,2,12057014007,1,10359,59,-82.35670546368854,27.771424033873544,33573
169298,3898,family,2,12057014007,1,10359,59,-82.35670546368854,27.771424033873544,33573
169299,3899,family,2,12057014007,1,81238,466,-82.3567878291018,27.771585290590032,33573
169299,3900,family,2,12057014007,1,81238,466,-82.3567878291018,27.771585290590032,33573
169299,3907,family,2,12057014007,2,135082,775,-82.3567878291018,27.771585290590032,33573
169299,3909,family,2,12057014007,2,135082,775,-82.3567878291018,27.771585290590032,33573
169300,3911,family,2,12057014007,1,42595,245,-82.35685068280166,27.77175335405672,33573
169300,3914,family,2,12057014007,1,42595,245,-82.35685068280166,27.77175335405672,33573
169300,3916,family,2,12057014007,2,199156,1143,-82.35685068280166,27.77175335405672,33573
169300,3922,family,2,12057014007,2,199156,1143,-82.35685068280166,27.77175335405672,33573
169301,3926,family,2,12057014007,1,120626,692,-82.356893328336,27.771926362795394,33573
169301,3929,family,2,12057014007,1,120626,692,-82.356893328336,27.771926362795394,33573
169301,3933,family,2,12057014007,2,181867,1044,-82.356893328336,27.771926362795394,33573
169301,3934,family,2,12057014007,2,181867,1044,-82.356893328336,27.771926362795394,33573
169302,3935,family,2,12057014007,1,210962,1211,-82.35691529404596,27.77210239980625,33573
169302,3938,family,2,12057014007,1,210962,1211,-82.35691529404596,27.77210239980625,33573
169302,3941,family,2,12057014007,2,200022,1148,-82.35691529404596,27.77210239980625,33573
169302,3942,family,2,12057014007,2,200022,1148,-82.35691529404596,27.77210239980625,33573
169303,3943,family,2,12057014007,1,63694,366,-82.35691750768838,27.77227603627068,33573
169303,3945,family,2,12057014007,1,63694,366,-82.35691750768838,27.77227603627068,33573
169303,3952,family,2,12057014007,2,42971,247,-82.35691750768838,27.77227603627068,33573
169303,3953,family,2,12057014007,2,42971,247,-82.35691750768838,27.77227603627068,33573
169304,3954,family,2,12057014007,1,73913,424,-82.3568960512771,27.77245950538172,33573
169304,3957,family,2,12057014007,1,73913,424,-82.3568960512771,27.77245950538172,33573
169304,3959,family,2,12057014007,2,140614,807,-82.3568960512771,27.77245950538172,33573
169304,3962,family,2,12057014007,2,140614,807,-82.3568960512771,27.77245950538172,33573
169305,3972,family,2,12057014007,1,6412,37,-82.35685140486935,27.772643815091307,33573
169305,3974,family,2,12057014007,1,6412,37,-82.35685140486935,27.772643815091307,33573
169306,3517,family,2,12057014007,1,64920,373,-82.35678882335921,27.77281195846825,33573
169306,3518,family,2,12057014007,1,64920,373,-82.35678882335921,27.77281195846825,33573
169307,3519,family,2,12057014007,1,31871,183,-82.35670671911923,27.772973320306,33573
169307,3520,family,2,12057014007,1,31871,183,-82.35670671911923,27.772973320306,33573
169308,3521,family,2,12057014007,1,79713,458,-82.35660600150224,27.773126112158906,33573
169308,3522,family,2,12057014007,1,79713,458,-82.35660600150224,27.773126112158906,33573
169308,3523,family,2,12057014007,2,54550,313,-82.35660600150224,27.773126112158906,33573
169308,3524,family,2,12057014007,2,54550,313,-82.35660600150224,27.773126112158906,33573
169309,3525,family,2,12057014007,1,2656,15,-82.35648778588086,27.7732686415128,33573
169309,3526,family,2,12057014007,1,2656,15,-82.35648778588086,27.7732686415128,33573
169310,3527,family,2,12057014007,1,125809,722,-82.3563533815622,27.773399329622887,33573
169310,3528,family,2,12057014007,1,125809,722,-82.3563533815622,27.773399329622887,33573
169310,3529,family,2,12057014007,2,129863,745,-82.3563533815622,27.773399329622887,33573
169310,3530,family,2,12057014007,2,129863,745,-82.3563533815622,27.773399329622887,33573
169311,3531,family,2,12057014007,1,15878,91,-82.35026422056501,27.77064429294208,33573
169311,3532,family,2,12057014007,1,15878,91,-82.35026422056501,27.77064429294208,33573
169312,3533,family,2,12057014007,1,15434,89,-82.35041672666496,27.77069412427312,33573
