hid,occupant,htype,hsize,geoid,Floor,income,FPL,x,y,ZIP
121403,17538,nonfamily,2,12057011015,1,69811,401,-82.36819723778997,28.074220615612887,33637
121403,17544,nonfamily,2,12057011015,1,69811,401,-82.36819723778997,28.074220615612887,33637
121403,17545,nonfamily,2,12057011015,2,144484,829,-82.36819723778997,28.074220615612887,33637
121403,17549,nonfamily,2,12057011015,2,144484,829,-82.36819723778997,28.074220615612887,33637
124373,17913,nonfamily,4,12057011015,1,66108,249,-82.36558925972473,28.07125016074992,33637
124373,17922,nonfamily,4,12057011015,1,66108,249,-82.36558925972473,28.07125016074992,33637
124373,17926,nonfamily,4,12057011015,1,66108,249,-82.36558925972473,28.07125016074992,33637
124373,17931,nonfamily,4,12057011015,1,66108,249,-82.36558925972473,28.07125016074992,33637
124378,17551,nonfamily,2,12057011015,1,74185,426,-82.35580394213571,28.072875216330942,33637
124378,17560,nonfamily,2,12057011015,1,74185,426,-82.35580394213571,28.072875216330942,33637
124378,17561,nonfamily,2,12057011015,2,58674,337,-82.35580394213571,28.072875216330942,33637
124378,17565,nonfamily,2,12057011015,2,58674,337,-82.35580394213571,28.072875216330942,33637
124378,17567,nonfamily,2,12057011015,3,35392,203,-82.35580394213571,28.072875216330942,33637
124378,17572,nonfamily,2,12057011015,3,35392,203,-82.35580394213571,28.072875216330942,33637
124378,17573,nonfamily,2,12057011015,4,97417,559,-82.35580394213571,28.072875216330942,33637
124378,17583,nonfamily,2,12057011015,4,97417,559,-82.35580394213571,28.072875216330942,33637
124378,17584,nonfamily,2,12057011015,5,235599,1352,-82.35580394213571,28.072875216330942,33637
124378,17585,nonfamily,2,12057011015,5,235599,1352,-82.35580394213571,28.072875216330942,33637
124378,17586,nonfamily,2,12057011015,6,30617,176,-82.35580394213571,28.072875216330942,33637
124378,17587,nonfamily,2,12057011015,6,30617,176,-82.35580394213571,28.072875216330942,33637
124379,17589,nonfamily,2,12057011015,1,50602,290,-82.35747990766397,28.071799190139544,33637
124379,17595,nonfamily,2,12057011015,1,50602,290,-82.35747990766397,28.071799190139544,33637
124379,17598,nonfamily,2,12057011015,2,76394,439,-82.35747990766397,28.071799190139544,33637
124379,17607,nonfamily,2,12057011015,2,76394,439,-82.35747990766397,28.071799190139544,33637
124379,17614,nonfamily,2,12057011015,3,186443,1070,-82.35747990766397,28.071799190139544,33637
124379,17619,nonfamily,2,12057011015,3,186443,1070,-82.35747990766397,28.071799190139544,33637
124380,17621,nonfamily,2,12057011015,1,91504,525,-82.35936550284053,28.072086510629312,33637
124380,17622,nonfamily,2,12057011015,1,91504,525,-82.35936550284053,28.072086510629312,33637
124380,17624,nonfamily,2,12057011015,2,82410,473,-82.35936550284053,28.072086510629312,33637
124380,17627,nonfamily,2,12057011015,2,82410,473,-82.35936550284053,28.072086510629312,33637
124380,17628,nonfamily,2,12057011015,3,9489,54,-82.35936550284053,28.072086510629312,33637
124380,17634,nonfamily,2,12057011015,3,9489,54,-82.35936550284053,28.072086510629312,33637
124380,17640,nonfamily,2,12057011015,4,127632,733,-82.35936550284053,28.072086510629312,33637
124380,17642,nonfamily,2,12057011015,4,127632,733,-82.35936550284053,28.072086510629312,33637
124380,17648,nonfamily,2,12057011015,5,60099,345,-82.35936550284053,28.072086510629312,33637
124380,17651,nonfamily,2,12057011015,5,60099,345,-82.35936550284053,28.072086510629312,33637
124381,11171,family,2,12057011015,1,31523,181,-82.36039009259979,28.076092928130585,33637
124381,11174,family,2,12057011015,1,31523,181,-82.36039009259979,28.076092928130585,33637
124381,11176,family,2,12057011015,2,95380,548,-82.36039009259979,28.076092928130585,33637
124381,11178,family,2,12057011015,2,95380,548,-82.36039009259979,28.076092928130585,33637
124381,11180,family,2,12057011015,3,107790,619,-82.36039009259979,28.076092928130585,33637
124381,11181,family,2,12057011015,3,107790,619,-82.36039009259979,28.076092928130585,33637
124381,11186,family,2,12057011015,4,42281,243,-82.36039009259979,28.076092928130585,33637
124381,11188,family,2,12057011015,4,42281,243,-82.36039009259979,28.076092928130585,33637
124381,11191,family,2,12057011015,5,215757,1239,-82.36039009259979,28.076092928130585,33637
124381,11197,family,2,12057011015,5,215757,1239,-82.36039009259979,28.076092928130585,33637
124381,11199,family,2,12057011015,6,76294,438,-82.36039009259979,28.076092928130585,33637
124381,11201,family,2,12057011015,6,76294,438,-82.36039009259979,28.076092928130585,33637
124381,11213,family,2,12057011015,7,190044,1091,-82.36039009259979,28.076092928130585,33637
