hid,occupant,htype,hsize,geoid,Floor,income,FPL,x,y,ZIP
179601,19596,family,2,12057013922,1,228330,1311,-82.22967764096087,27.846645725046947,33547
179601,19598,family,2,12057013922,1,228330,1311,-82.22967764096087,27.846645725046947,33547
179601,19599,family,2,12057013922,2,5064,29,-82.22967764096087,27.846645725046947,33547
179601,19600,family,2,12057013922,2,5064,29,-82.22967764096087,27.846645725046947,33547
179602,19601,family,2,12057013922,1,13681,79,-82.2296731554518,27.846943192655875,33547
179602,19603,family,2,12057013922,1,13681,79,-82.2296731554518,27.846943192655875,33547
179603,19604,family,2,12057013922,1,74830,430,-82.22967394432646,27.847239158026134,33547
179603,19605,family,2,12057013922,1,74830,430,-82.22967394432646,27.847239158026134,33547
179604,19606,family,2,12057013922,1,6452,37,-82.2296747334919,27.84753512294201,33547
179604,19607,family,2,12057013922,1,6452,37,-82.2296747334919,27.84753512294201,33547
179605,19608,family,2,12057013922,1,195076,1120,-82.22967552302745,27.8478310876788,33547
179605,19609,family,2,12057013922,1,195076,1120,-82.22967552302745,27.8478310876788,33547
179606,19610,family,2,12057013922,1,212572,1220,-82.2296763121089,27.84812705303484,33547
179606,19611,family,2,12057013922,1,212572,1220,-82.2296763121089,27.84812705303484,33547
179607,19612,family,2,12057013922,1,138110,793,-82.22967710156048,27.848423018423254,33547
179607,19613,family,2,12057013922,1,138110,793,-82.22967710156048,27.848423018423254,33547
179607,19614,family,2,12057013922,2,13287,76,-82.22967710156048,27.848423018423254,33547
179607,19615,family,2,12057013922,2,13287,76,-82.22967710156048,27.848423018423254,33547
179608,19618,family,2,12057013922,1,133790,768,-82.22967789090899,27.848718983177925,33547
179608,19619,family,2,12057013922,1,133790,768,-82.22967789090899,27.848718983177925,33547
179609,19621,family,2,12057013922,1,5840,34,-82.22969674387006,27.849044392940243,33547
179609,19622,family,2,12057013922,1,5840,34,-82.22969674387006,27.849044392940243,33547
179610,19625,family,2,12057013922,1,236174,1356,-82.22960127990962,27.8493795578402,33547
179610,19626,family,2,12057013922,1,236174,1356,-82.22960127990962,27.8493795578402,33547
179611,19627,family,2,12057013922,1,232351,1334,-82.22917418968844,27.84940795934541,33547
179611,19628,family,2,12057013922,1,232351,1334,-82.22917418968844,27.84940795934541,33547
179612,19629,family,2,12057013922,1,72219,415,-82.22881688812151,27.849397183952,33547
179612,19631,family,2,12057013922,1,72219,415,-82.22881688812151,27.849397183952,33547
179613,19632,family,2,12057013922,1,208368,1196,-82.22852013524819,27.84945027356011,33547
179613,19633,family,2,12057013922,1,208368,1196,-82.22852013524819,27.84945027356011,33547
179614,19634,family,2,12057013922,1,133181,765,-82.22826018519427,27.849449190559643,33547
179614,19635,family,2,12057013922,1,133181,765,-82.22826018519427,27.849449190559643,33547
179614,19636,family,2,12057013922,2,5311,30,-82.22826018519427,27.849449190559643,33547
179614,19637,family,2,12057013922,2,5311,30,-82.22826018519427,27.849449190559643,33547
179615,19638,family,2,12057013922,1,248244,1425,-82.22796185637273,27.8494265098156,33547
179615,19639,family,2,12057013922,1,248244,1425,-82.22796185637273,27.8494265098156,33547
179616,19640,family,2,12057013922,1,124484,715,-82.22803937273414,27.848777605285303,33547
179616,19646,family,2,12057013922,1,124484,715,-82.22803937273414,27.848777605285303,33547
179616,19647,family,2,12057013922,2,224000,1286,-82.22803937273414,27.848777605285303,33547
