hid,occupant,htype,hsize,geoid,Floor,income,FPL,x,y,ZIP
57637,10761,family,2,12057011109,1,211940,1217,-82.4887015314674,28.119869664871675,33618
57637,10771,family,2,12057011109,1,211940,1217,-82.4887015314674,28.119869664871675,33618
57642,10772,family,2,12057011109,1,227103,1304,-82.49005191922024,28.120184034733,33618
57642,10774,family,2,12057011109,1,227103,1304,-82.49005191922024,28.120184034733,33618
57643,10777,family,2,12057011109,1,122329,702,-82.49306080250246,28.11593138694656,33618
57643,10782,family,2,12057011109,1,122329,702,-82.49306080250246,28.11593138694656,33618
57644,10784,family,2,12057011109,1,172986,993,-82.49664016857513,28.11603789949868,33618
57644,10791,family,2,12057011109,1,172986,993,-82.49664016857513,28.11603789949868,33618
57645,10797,family,2,12057011109,1,176027,1010,-82.49709478099498,28.116371774914352,33618
57645,10799,family,2,12057011109,1,176027,1010,-82.49709478099498,28.116371774914352,33618
57646,10811,family,2,12057011109,1,116824,671,-82.4945375782458,28.115652215141907,33618
57646,10814,family,2,12057011109,1,116824,671,-82.4945375782458,28.115652215141907,33618
57646,10818,family,2,12057011109,2,243559,1398,-82.4945375782458,28.115652215141907,33618
57646,10823,family,2,12057011109,2,243559,1398,-82.4945375782458,28.115652215141907,33618
57647,10827,family,2,12057011109,1,26633,153,-82.49533954620203,28.11555926539648,33618
57647,10829,family,2,12057011109,1,26633,153,-82.49533954620203,28.11555926539648,33618
57648,10834,family,2,12057011109,1,45713,262,-82.49608076572042,28.11556036870581,33618
57648,10841,family,2,12057011109,1,45713,262,-82.49608076572042,28.11556036870581,33618
57648,10843,family,2,12057011109,2,207380,1190,-82.49608076572042,28.11556036870581,33618
57648,10850,family,2,12057011109,2,207380,1190,-82.49608076572042,28.11556036870581,33618
57649,10693,family,2,12057011109,1,217806,1250,-82.4937846425351,28.115816800701158,33618
57649,10696,family,2,12057011109,1,217806,1250,-82.4937846425351,28.115816800701158,33618
57649,10697,family,2,12057011109,2,40328,232,-82.4937846425351,28.115816800701158,33618
57649,10698,family,2,12057011109,2,40328,232,-82.4937846425351,28.115816800701158,33618
57650,10699,family,2,12057011109,1,174341,1001,-82.49745420013711,28.116728381182064,33618
57650,10700,family,2,12057011109,1,174341,1001,-82.49745420013711,28.116728381182064,33618
57651,10702,family,2,12057011109,1,166785,957,-82.49010755319537,28.117837960398298,33618
57651,10703,family,2,12057011109,1,166785,957,-82.49010755319537,28.117837960398298,33618
57652,10705,family,2,12057011109,1,80270,461,-82.4897108168331,28.118790314089235,33618
57652,10706,family,2,12057011109,1,80270,461,-82.4897108168331,28.118790314089235,33618
57652,10707,family,2,12057011109,2,129621,744,-82.4897108168331,28.118790314089235,33618
57652,10708,family,2,12057011109,2,129621,744,-82.4897108168331,28.118790314089235,33618
57654,10709,family,2,12057011109,1,87842,504,-82.48555771650221,28.11939892267715,33618
57654,10710,family,2,12057011109,1,87842,504,-82.48555771650221,28.11939892267715,33618
57654,10711,family,2,12057011109,2,95372,547,-82.48555771650221,28.11939892267715,33618
57654,10713,family,2,12057011109,2,95372,547,-82.48555771650221,28.11939892267715,33618
57654,10714,family,2,12057011109,3,131661,756,-82.48555771650221,28.11939892267715,33618
57654,10715,family,2,12057011109,3,131661,756,-82.48555771650221,28.11939892267715,33618
57654,10716,family,2,12057011109,4,192263,1104,-82.48555771650221,28.11939892267715,33618
57654,10718,family,2,12057011109,4,192263,1104,-82.48555771650221,28.11939892267715,33618
57655,10719,family,2,12057011109,1,192343,1104,-82.48615232401022,28.11936409466272,33618
57655,10721,family,2,12057011109,1,192343,1104,-82.48615232401022,28.11936409466272,33618
57656,10723,family,2,12057011109,1,222667,1278,-82.48678222119865,28.11930610638771,33618
57656,10724,family,2,12057011109,1,222667,1278,-82.48678222119865,28.11930610638771,33618
57657,10725,family,2,12057011109,1,45380,261,-82.48737855941486,28.11959318643439,33618
57657,10726,family,2,12057011109,1,45380,261,-82.48737855941486,28.11959318643439,33618
57658,10727,family,2,12057011109,1,188177,1080,-82.4879836916631,28.119691602142023,33618
57658,10729,family,2,12057011109,1,188177,1080,-82.4879836916631,28.119691602142023,33618
57659,10731,family,2,12057011109,1,116956,671,-82.4894155692811,28.120047824719144,33618
57659,10732,family,2,12057011109,1,116956,671,-82.4894155692811,28.120047824719144,33618
57660,10733,family,2,12057011109,1,85584,491,-82.48984242619635,28.11824394159772,33618
57660,10734,family,2,12057011109,1,85584,491,-82.48984242619635,28.11824394159772,33618
57660,10736,family,2,12057011109,2,82622,474,-82.48984242619635,28.11824394159772,33618
57660,10737,family,2,12057011109,2,82622,474,-82.48984242619635,28.11824394159772,33618
57669,10738,family,2,12057011109,1,13982,80,-82.49238750154358,28.116046682163176,33618
57669,10740,family,2,12057011109,1,13982,80,-82.49238750154358,28.116046682163176,33618
57687,10742,family,2,12057011109,1,145232,834,-82.49824771557826,28.116249953008584,33618
57687,10744,family,2,12057011109,1,145232,834,-82.49824771557826,28.116249953008584,33618
57688,10746,family,2,12057011109,1,120401,691,-82.49829708616424,28.115907939613656,33618
57688,10747,family,2,12057011109,1,120401,691,-82.49829708616424,28.115907939613656,33618
57689,10749,family,2,12057011109,1,34276,197,-82.49847166045375,28.11563015969181,33618
57689,10751,family,2,12057011109,1,34276,197,-82.49847166045375,28.11563015969181,33618
57690,10753,family,2,12057011109,1,12137,70,-82.49865632297833,28.115360723495456,33618
57690,10754,family,2,12057011109,1,12137,70,-82.49865632297833,28.115360723495456,33618
57691,10755,family,2,12057011109,1,90188,518,-82.49902644474645,28.115166288868515,33618
57691,10756,family,2,12057011109,1,90188,518,-82.49902644474645,28.115166288868515,33618
57692,10757,family,2,12057011109,1,67325,386,-82.49945836508202,28.115477152286257,33618
57692,10758,family,2,12057011109,1,67325,386,-82.49945836508202,28.115477152286257,33618
57693,10759,family,2,12057011109,1,236060,1355,-82.49971696790884,28.115909617493813,33618
57693,10762,family,2,12057011109,1,236060,1355,-82.49971696790884,28.115909617493813,33618
57694,10763,family,2,12057011109,1,201820,1159,-82.4995237718385,28.116120522529418,33618
57694,10764,family,2,12057011109,1,201820,1159,-82.4995237718385,28.116120522529418,33618
57695,10765,family,2,12057011109,1,46598,267,-82.49929161172665,28.116261745774672,33618
57695,10766,family,2,12057011109,1,46598,267,-82.49929161172665,28.116261745774672,33618
57696,10767,family,2,12057011109,1,36171,208,-82.49925259436894,28.116498937907007,33618
57696,10768,family,2,12057011109,1,36171,208,-82.49925259436894,28.116498937907007,33618
57697,10769,family,2,12057011109,1,31193,179,-82.49924641919527,28.116748792077797,33618
57697,10770,family,2,12057011109,1,31193,179,-82.49924641919527,28.116748792077797,33618
57698,10773,family,2,12057011109,1,93063,534,-82.49940146552188,28.116949134326383,33618
57698,10775,family,2,12057011109,1,93063,534,-82.49940146552188,28.116949134326383,33618
57699,10776,family,2,12057011109,1,2778,16,-82.49937760321782,28.117345213904965,33618
57699,10778,family,2,12057011109,1,2778,16,-82.49937760321782,28.117345213904965,33618
57700,10779,family,2,12057011109,1,30989,178,-82.49980445717347,28.117057347097777,33618
57700,10780,family,2,12057011109,1,30989,178,-82.49980445717347,28.117057347097777,33618
57701,10781,family,2,12057011109,1,86684,498,-82.50017005153617,28.116778607820585,33618
57701,10783,family,2,12057011109,1,86684,498,-82.50017005153617,28.116778607820585,33618
57702,10785,family,2,12057011109,1,131689,756,-82.50044372914239,28.116838819802517,33618
57702,10786,family,2,12057011109,1,131689,756,-82.50044372914239,28.116838819802517,33618
57703,10787,family,2,12057011109,1,114565,658,-82.50074111606747,28.11692421567576,33618
57703,10788,family,2,12057011109,1,114565,658,-82.50074111606747,28.11692421567576,33618
