hid,occupant,htype,hsize,geoid,Floor,income,FPL,x,y,ZIP
29021,14968,nonfamily,2,12057011611,1,22696,130,-82.55064843907886,28.026617325632145,33634
29021,14974,nonfamily,2,12057011611,1,22696,130,-82.55064843907886,28.026617325632145,33634
29022,14976,nonfamily,2,12057011611,1,54945,315,-82.55273426359584,28.026206353526643,33634
29022,14981,nonfamily,2,12057011611,1,54945,315,-82.55273426359584,28.026206353526643,33634
29023,14917,nonfamily,2,12057011611,1,73812,424,-82.5520499613127,28.026207440134048,33634
29023,14918,nonfamily,2,12057011611,1,73812,424,-82.5520499613127,28.026207440134048,33634
29024,14987,nonfamily,2,12057011611,1,83446,479,-82.55120995975437,28.025950831912134,33634
29024,14988,nonfamily,2,12057011611,1,83446,479,-82.55120995975437,28.025950831912134,33634
29025,14990,nonfamily,2,12057011611,1,210244,1207,-82.55030967653484,28.02614813278749,33634
29025,14993,nonfamily,2,12057011611,1,210244,1207,-82.55030967653484,28.02614813278749,33634
29038,14996,nonfamily,2,12057011611,1,23800,137,-82.56581182177555,28.03484656929802,33634
29038,14998,nonfamily,2,12057011611,1,23800,137,-82.56581182177555,28.03484656929802,33634
29038,15000,nonfamily,2,12057011611,2,103147,592,-82.56581182177555,28.03484656929802,33634
29038,15002,nonfamily,2,12057011611,2,103147,592,-82.56581182177555,28.03484656929802,33634
29039,13923,family,2,12057011611,1,58941,338,-82.56581633929922,28.034221501569185,33634
29039,13924,family,2,12057011611,1,58941,338,-82.56581633929922,28.034221501569185,33634
29040,13925,family,2,12057011611,1,27126,156,-82.56490787458682,28.034524743351305,33634
29040,13926,family,2,12057011611,1,27126,156,-82.56490787458682,28.034524743351305,33634
29044,14888,nonfamily,2,12057011611,1,50642,291,-82.55927167133925,28.03399965650773,33634
29044,14889,nonfamily,2,12057011611,1,50642,291,-82.55927167133925,28.03399965650773,33634
29044,14898,nonfamily,2,12057011611,2,52376,301,-82.55927167133925,28.03399965650773,33634
29044,14907,nonfamily,2,12057011611,2,52376,301,-82.55927167133925,28.03399965650773,33634
29045,13929,family,2,12057011611,1,57315,329,-82.56248822829461,28.03449912380896,33634
29045,13930,family,2,12057011611,1,57315,329,-82.56248822829461,28.03449912380896,33634
29046,15006,nonfamily,2,12057011611,1,19760,113,-82.56303537045356,28.034504415757528,33634
29046,15013,nonfamily,2,12057011611,1,19760,113,-82.56303537045356,28.034504415757528,33634
29047,13931,family,2,12057011611,1,159545,916,-82.56396686398658,28.03451485366977,33634
29047,13933,family,2,12057011611,1,159545,916,-82.56396686398658,28.03451485366977,33634
29047,13936,family,2,12057011611,2,59288,340,-82.56396686398658,28.03451485366977,33634
29047,13937,family,2,12057011611,2,59288,340,-82.56396686398658,28.03451485366977,33634
29048,13939,family,2,12057011611,1,246431,1415,-82.56434256309832,28.034518823849165,33634
29048,13940,family,2,12057011611,1,246431,1415,-82.56434256309832,28.034518823849165,33634
29049,13941,family,2,12057011611,1,41139,236,-82.56359536226734,28.03451112982062,33634
29049,13942,family,2,12057011611,1,41139,236,-82.56359536226734,28.03451112982062,33634
29049,13943,family,2,12057011611,2,10294,59,-82.56359536226734,28.03451112982062,33634
29049,13944,family,2,12057011611,2,10294,59,-82.56359536226734,28.03451112982062,33634
29073,15021,nonfamily,2,12057011611,1,558,3,-82.56180322495047,28.034026203441545,33634
29073,15023,nonfamily,2,12057011611,1,558,3,-82.56180322495047,28.034026203441545,33634
29073,15024,nonfamily,2,12057011611,2,19569,112,-82.56180322495047,28.034026203441545,33634
29073,15025,nonfamily,2,12057011611,2,19569,112,-82.56180322495047,28.034026203441545,33634
29074,15027,nonfamily,2,12057011611,1,93929,539,-82.56077009453742,28.0340192062962,33634
29074,15031,nonfamily,2,12057011611,1,93929,539,-82.56077009453742,28.0340192062962,33634
29074,15033,nonfamily,2,12057011611,2,51056,293,-82.56077009453742,28.0340192062962,33634
29074,15037,nonfamily,2,12057011611,2,51056,293,-82.56077009453742,28.0340192062962,33634
29075,13946,family,2,12057011611,1,73048,419,-82.56125561184204,28.036312721595348,33634
29075,13947,family,2,12057011611,1,73048,419,-82.56125561184204,28.036312721595348,33634
29076,13949,family,2,12057011611,1,112371,645,-82.5593531363682,28.035466320556893,33634
29076,13951,family,2,12057011611,1,112371,645,-82.5593531363682,28.035466320556893,33634
29076,13952,family,2,12057011611,2,62968,361,-82.5593531363682,28.035466320556893,33634
29076,13953,family,2,12057011611,2,62968,361,-82.5593531363682,28.035466320556893,33634
29076,13954,family,2,12057011611,3,29840,171,-82.5593531363682,28.035466320556893,33634
29076,13955,family,2,12057011611,3,29840,171,-82.5593531363682,28.035466320556893,33634
29077,13956,family,2,12057011611,1,52692,302,-82.55869645869534,28.03529093885261,33634
29077,13957,family,2,12057011611,1,52692,302,-82.55869645869534,28.03529093885261,33634
29078,13959,family,2,12057011611,1,219047,1257,-82.55869194253806,28.03564672592443,33634
29078,13961,family,2,12057011611,1,219047,1257,-82.55869194253806,28.03564672592443,33634
29079,13962,family,2,12057011611,1,48136,276,-82.5600935539764,28.035365802775026,33634
29079,13964,family,2,12057011611,1,48136,276,-82.5600935539764,28.035365802775026,33634
29084,13965,family,2,12057011611,1,36102,207,-82.56095870231711,28.03544529569653,33634
29084,13967,family,2,12057011611,1,36102,207,-82.56095870231711,28.03544529569653,33634
29085,13968,family,2,12057011611,1,48937,281,-82.55924127053642,28.03628914625211,33634
29085,13970,family,2,12057011611,1,48937,281,-82.55924127053642,28.03628914625211,33634
29091,14807,nonfamily,2,12057011611,1,29729,171,-82.56197387829421,28.02626622057037,33634
29091,14813,nonfamily,2,12057011611,1,29729,171,-82.56197387829421,28.02626622057037,33634
29092,14814,nonfamily,2,12057011611,1,37910,218,-82.56149654626873,28.026258234945413,33634
29092,14815,nonfamily,2,12057011611,1,37910,218,-82.56149654626873,28.026258234945413,33634
29093,15045,nonfamily,2,12057011611,1,52498,301,-82.5617518011075,28.02724022339788,33634
29093,15048,nonfamily,2,12057011611,1,52498,301,-82.5617518011075,28.02724022339788,33634
29094,15050,nonfamily,2,12057011611,1,2277,13,-82.5617550848984,28.02684141442895,33634
29094,15052,nonfamily,2,12057011611,1,2277,13,-82.5617550848984,28.02684141442895,33634
29097,14941,nonfamily,2,12057011611,1,10953,63,-82.56004513875233,28.028434846433512,33634
29097,14947,nonfamily,2,12057011611,1,10953,63,-82.56004513875233,28.028434846433512,33634
