hid,occupant,htype,hsize,geoid,Floor,income,FPL,x,y,ZIP
382281,3391,nonfamily,2,12057001400,1,44238,254,-82.47565506189015,28.00000320517441,33603
382281,3392,nonfamily,2,12057001400,1,44238,254,-82.47565506189015,28.00000320517441,33603
382282,3543,family,2,12057001400,1,124190,713,-82.4745831618509,27.99983106512485,33603
382282,3546,family,2,12057001400,1,124190,713,-82.4745831618509,27.99983106512485,33603
382283,3556,family,2,12057001400,1,187275,1075,-82.47450991432355,28.00014048755077,33603
382283,3563,family,2,12057001400,1,187275,1075,-82.47450991432355,28.00014048755077,33603
382284,3568,family,2,12057001400,1,35718,205,-82.47454423472423,28.000416121017057,33603
382284,3570,family,2,12057001400,1,35718,205,-82.47454423472423,28.000416121017057,33603
382287,3571,family,2,12057001400,1,15515,89,-82.47564752059499,28.000423289932904,33603
382287,3574,family,2,12057001400,1,15515,89,-82.47564752059499,28.000423289932904,33603
382294,3363,nonfamily,1,12057001400,1,3682,29,-82.4714526570495,27.99628810859557,33603
382294,3364,nonfamily,1,12057001400,2,174858,1358,-82.4714526570495,27.99628810859557,33603
382295,3446,nonfamily,2,12057001400,1,26460,152,-82.4707094608197,27.996309886229483,33603
382295,3447,nonfamily,2,12057001400,1,26460,152,-82.4707094608197,27.996309886229483,33603
382295,3448,nonfamily,2,12057001400,2,65850,378,-82.4707094608197,27.996309886229483,33603
382295,3449,nonfamily,2,12057001400,2,65850,378,-82.4707094608197,27.996309886229483,33603
382296,3365,nonfamily,1,12057001400,1,16792,130,-82.46973684948688,27.9963382638895,33603
382328,3578,family,2,12057001400,1,34973,201,-82.47414441105794,27.999542163297924,33603
382328,3581,family,2,12057001400,1,34973,201,-82.47414441105794,27.999542163297924,33603
382329,3582,family,2,12057001400,1,126217,725,-82.47442068849196,27.99954257953486,33603
382329,3588,family,2,12057001400,1,126217,725,-82.47442068849196,27.99954257953486,33603
382330,3593,family,2,12057001400,1,42566,244,-82.47457692411389,27.999543634499148,33603
382330,3599,family,2,12057001400,1,42566,244,-82.47457692411389,27.999543634499148,33603
382330,3600,family,2,12057001400,2,15234,87,-82.47457692411389,27.999543634499148,33603
382330,3605,family,2,12057001400,2,15234,87,-82.47457692411389,27.999543634499148,33603
