hid,occupant,htype,hsize,geoid,Floor,income,FPL,x,y,ZIP
26808,2348,nonfamily,1,12057011607,1,50465,392,-82.58341128576713,28.02628810221201,33615
27713,7814,nonfamily,2,12057011610,1,49398,284,-82.56740531907839,28.03950811000321,33615
27713,7815,nonfamily,2,12057011610,1,49398,284,-82.56740531907839,28.03950811000321,33615
27713,7816,nonfamily,2,12057011610,2,54307,312,-82.56740531907839,28.03950811000321,33615
27713,7817,nonfamily,2,12057011610,2,54307,312,-82.56740531907839,28.03950811000321,33615
27713,7818,nonfamily,2,12057011610,3,13858,80,-82.56740531907839,28.03950811000321,33615
27713,7820,nonfamily,2,12057011610,3,13858,80,-82.56740531907839,28.03950811000321,33615
27713,7821,nonfamily,2,12057011610,4,29945,172,-82.56740531907839,28.03950811000321,33615
27713,7822,nonfamily,2,12057011610,4,29945,172,-82.56740531907839,28.03950811000321,33615
27714,2352,family,2,12057011610,1,97709,561,-82.5737082299803,28.039292718854128,33615
27714,2353,family,2,12057011610,1,97709,561,-82.5737082299803,28.039292718854128,33615
27718,2358,family,2,12057011610,1,54236,311,-82.56674875836042,28.03103587190514,33615
27718,2360,family,2,12057011610,1,54236,311,-82.56674875836042,28.03103587190514,33615
27719,2362,family,2,12057011610,1,18464,106,-82.56674539457691,28.031566345247413,33615
27719,2363,family,2,12057011610,1,18464,106,-82.56674539457691,28.031566345247413,33615
27720,2364,family,2,12057011610,1,73045,419,-82.5667487266582,28.031288646021952,33615
27720,2367,family,2,12057011610,1,73045,419,-82.5667487266582,28.031288646021952,33615
27721,2374,family,2,12057011610,1,86229,495,-82.56674450093654,28.03182445166016,33615
27721,2375,family,2,12057011610,1,86229,495,-82.56674450093654,28.03182445166016,33615
27722,2377,family,2,12057011610,1,82824,475,-82.56673940598053,28.03202987638637,33615
27722,0,family,2,12057011610,1,82824,475,-82.56673940598053,28.03202987638637,33615
27723,3,family,2,12057011610,1,84854,487,-82.56681222665463,28.03268221476865,33615
27723,6,family,2,12057011610,1,84854,487,-82.56681222665463,28.03268221476865,33615
27724,7825,nonfamily,3,12057011610,1,70450,321,-82.56787500908074,28.03558821863772,33615
27724,7826,nonfamily,3,12057011610,1,70450,321,-82.56787500908074,28.03558821863772,33615
27724,7827,nonfamily,3,12057011610,1,70450,321,-82.56787500908074,28.03558821863772,33615
27730,7806,nonfamily,2,12057011610,1,34220,196,-82.58203843133299,28.02634246967687,33615
27730,7809,nonfamily,2,12057011610,1,34220,196,-82.58203843133299,28.02634246967687,33615
27732,7828,nonfamily,3,12057011610,1,204193,930,-82.58156600090989,28.02634470675877,33615
27732,7829,nonfamily,3,12057011610,1,204193,930,-82.58156600090989,28.02634470675877,33615
27732,7831,nonfamily,3,12057011610,1,204193,930,-82.58156600090989,28.02634470675877,33615
27732,7832,nonfamily,3,12057011610,2,40097,183,-82.58156600090989,28.02634470675877,33615
27732,7834,nonfamily,3,12057011610,2,40097,183,-82.58156600090989,28.02634470675877,33615
27732,7835,nonfamily,3,12057011610,2,40097,183,-82.58156600090989,28.02634470675877,33615
27736,7836,nonfamily,3,12057011610,1,43126,196,-82.576385808432,28.028576380064315,33615
27736,7837,nonfamily,3,12057011610,1,43126,196,-82.576385808432,28.028576380064315,33615
27736,7838,nonfamily,3,12057011610,1,43126,196,-82.576385808432,28.028576380064315,33615
27736,7839,nonfamily,3,12057011610,2,93744,427,-82.576385808432,28.028576380064315,33615
27736,7840,nonfamily,3,12057011610,2,93744,427,-82.576385808432,28.028576380064315,33615
27736,7842,nonfamily,3,12057011610,2,93744,427,-82.576385808432,28.028576380064315,33615
27736,7843,nonfamily,3,12057011610,3,15429,70,-82.576385808432,28.028576380064315,33615
27736,7845,nonfamily,3,12057011610,3,15429,70,-82.576385808432,28.028576380064315,33615
27736,7846,nonfamily,3,12057011610,3,15429,70,-82.576385808432,28.028576380064315,33615
27736,7847,nonfamily,3,12057011610,4,116604,531,-82.576385808432,28.028576380064315,33615
27736,7848,nonfamily,3,12057011610,4,116604,531,-82.576385808432,28.028576380064315,33615
27736,7850,nonfamily,3,12057011610,4,116604,531,-82.576385808432,28.028576380064315,33615
27736,7852,nonfamily,3,12057011610,5,14502,66,-82.576385808432,28.028576380064315,33615
27736,7853,nonfamily,3,12057011610,5,14502,66,-82.576385808432,28.028576380064315,33615
27736,7854,nonfamily,3,12057011610,5,14502,66,-82.576385808432,28.028576380064315,33615
27736,7855,nonfamily,3,12057011610,6,51863,236,-82.576385808432,28.028576380064315,33615
27736,7857,nonfamily,3,12057011610,6,51863,236,-82.576385808432,28.028576380064315,33615
27736,7859,nonfamily,3,12057011610,6,51863,236,-82.576385808432,28.028576380064315,33615
27741,7,family,2,12057011610,1,40718,234,-82.57336779327353,28.027012445295373,33615
27741,9,family,2,12057011610,1,40718,234,-82.57336779327353,28.027012445295373,33615
27741,12,family,2,12057011610,2,1141,7,-82.57336779327353,28.027012445295373,33615
27741,14,family,2,12057011610,2,1141,7,-82.57336779327353,28.027012445295373,33615
27741,15,family,2,12057011610,3,88904,510,-82.57336779327353,28.027012445295373,33615
27741,17,family,2,12057011610,3,88904,510,-82.57336779327353,28.027012445295373,33615
27741,18,family,2,12057011610,4,26858,154,-82.57336779327353,28.027012445295373,33615
27741,20,family,2,12057011610,4,26858,154,-82.57336779327353,28.027012445295373,33615
27741,21,family,2,12057011610,5,17333,100,-82.57336779327353,28.027012445295373,33615
27741,22,family,2,12057011610,5,17333,100,-82.57336779327353,28.027012445295373,33615
27741,23,family,2,12057011610,6,154070,884,-82.57336779327353,28.027012445295373,33615
27741,24,family,2,12057011610,6,154070,884,-82.57336779327353,28.027012445295373,33615
27741,25,family,2,12057011610,7,56052,322,-82.57336779327353,28.027012445295373,33615
27741,27,family,2,12057011610,7,56052,322,-82.57336779327353,28.027012445295373,33615
27741,29,family,2,12057011610,8,17864,103,-82.57336779327353,28.027012445295373,33615
27741,30,family,2,12057011610,8,17864,103,-82.57336779327353,28.027012445295373,33615
27741,31,family,2,12057011610,9,50513,290,-82.57336779327353,28.027012445295373,33615
27741,32,family,2,12057011610,9,50513,290,-82.57336779327353,28.027012445295373,33615
27741,35,family,2,12057011610,10,16412,94,-82.57336779327353,28.027012445295373,33615
27741,36,family,2,12057011610,10,16412,94,-82.57336779327353,28.027012445295373,33615
27741,37,family,2,12057011610,11,32165,185,-82.57336779327353,28.027012445295373,33615
27741,38,family,2,12057011610,11,32165,185,-82.57336779327353,28.027012445295373,33615
27741,40,family,2,12057011610,12,93342,536,-82.57336779327353,28.027012445295373,33615
27741,42,family,2,12057011610,12,93342,536,-82.57336779327353,28.027012445295373,33615
27741,44,family,2,12057011610,13,19805,114,-82.57336779327353,28.027012445295373,33615
