hid,occupant,htype,hsize,geoid,Floor,income,FPL,x,y,ZIP
448862,12369,nonfamily,1,12057003600,1,21524,167,-82.40214907650409,27.981161395588888,33605
448864,12411,nonfamily,1,12057003600,1,13862,108,-82.40278759828922,27.97741483307833,33605
448865,12375,nonfamily,1,12057003600,1,69808,542,-82.40467934071393,27.978749368146048,33605
448867,12389,nonfamily,1,12057003600,1,44969,349,-82.4028774384845,27.979926207719508,33605
448867,12390,nonfamily,1,12057003600,2,83769,650,-82.4028774384845,27.979926207719508,33605
448867,12391,nonfamily,1,12057003600,3,21004,163,-82.4028774384845,27.979926207719508,33605
448867,12392,nonfamily,1,12057003600,4,24106,187,-82.4028774384845,27.979926207719508,33605
448867,12393,nonfamily,1,12057003600,5,26761,208,-82.4028774384845,27.979926207719508,33605
448867,12394,nonfamily,1,12057003600,6,6609,51,-82.4028774384845,27.979926207719508,33605
448867,12395,nonfamily,1,12057003600,7,1097,9,-82.4028774384845,27.979926207719508,33605
448867,12396,nonfamily,1,12057003600,8,68509,532,-82.4028774384845,27.979926207719508,33605
448867,12399,nonfamily,1,12057003600,9,15582,121,-82.4028774384845,27.979926207719508,33605
448867,12400,nonfamily,1,12057003600,10,110262,856,-82.4028774384845,27.979926207719508,33605
448867,12402,nonfamily,1,12057003600,11,19316,150,-82.4028774384845,27.979926207719508,33605
448867,12403,nonfamily,1,12057003600,12,56642,440,-82.4028774384845,27.979926207719508,33605
448870,12413,nonfamily,1,12057003600,1,29739,231,-82.41291414018998,27.974964863647685,33605
448870,12414,nonfamily,1,12057003600,2,20977,163,-82.41291414018998,27.974964863647685,33605
448873,6539,family,2,12057003600,1,1579,9,-82.40625553134639,27.975691024559985,33605
448873,6542,family,2,12057003600,1,1579,9,-82.40625553134639,27.975691024559985,33605
448873,6543,family,2,12057003600,2,21325,122,-82.40625553134639,27.975691024559985,33605
448873,6545,family,2,12057003600,2,21325,122,-82.40625553134639,27.975691024559985,33605
448874,6546,family,2,12057003600,1,18968,109,-82.40670472952858,27.97568940725525,33605
448874,6547,family,2,12057003600,1,18968,109,-82.40670472952858,27.97568940725525,33605
