hid,occupant,htype,hsize,geoid,Floor,income,FPL,x,y,ZIP
213013,2873,family,2,12057010304,1,18552,106,-82.25439467811228,28.04522482284939,33527
213013,2875,family,2,12057010304,1,18552,106,-82.25439467811228,28.04522482284939,33527
213013,2876,family,2,12057010304,2,111133,638,-82.25439467811228,28.04522482284939,33527
213013,2877,family,2,12057010304,2,111133,638,-82.25439467811228,28.04522482284939,33527
219130,4402,family,2,12057012106,1,96692,555,-82.25544439319452,28.000549674733595,33527
219130,4405,family,2,12057012106,1,96692,555,-82.25544439319452,28.000549674733595,33527
219130,4406,family,2,12057012106,2,93432,536,-82.25544439319452,28.000549674733595,33527
219130,4407,family,2,12057012106,2,93432,536,-82.25544439319452,28.000549674733595,33527
219133,7,nonfamily,1,12057012106,1,82012,637,-82.25646647477348,28.0016562084249,33527
219134,4409,family,2,12057012106,1,42384,243,-82.25367599743568,28.002521719411547,33527
219134,4411,family,2,12057012106,1,42384,243,-82.25367599743568,28.002521719411547,33527
219135,1,family,2,12057012106,1,193290,1110,-82.25470231296268,28.002519536183552,33527
219135,2,family,2,12057012106,1,193290,1110,-82.25470231296268,28.002519536183552,33527
219135,4,family,2,12057012106,2,118145,678,-82.25470231296268,28.002519536183552,33527
219135,5,family,2,12057012106,2,118145,678,-82.25470231296268,28.002519536183552,33527
219136,8,family,2,12057012106,1,45552,261,-82.25568230902061,28.002308148334524,33527
219136,10,family,2,12057012106,1,45552,261,-82.25568230902061,28.002308148334524,33527
219138,11,family,2,12057012106,1,61764,355,-82.25387544454924,28.000759402704727,33527
219138,13,family,2,12057012106,1,61764,355,-82.25387544454924,28.000759402704727,33527
219138,16,family,2,12057012106,2,99561,572,-82.25387544454924,28.000759402704727,33527
219138,19,family,2,12057012106,2,99561,572,-82.25387544454924,28.000759402704727,33527
219139,26,family,2,12057012106,1,25756,148,-82.2548939826381,28.0007572147976,33527
219139,28,family,2,12057012106,1,25756,148,-82.2548939826381,28.0007572147976,33527
219145,33,family,2,12057012106,1,70117,403,-82.25611941403652,27.998593705595088,33527
219145,34,family,2,12057012106,1,70117,403,-82.25611941403652,27.998593705595088,33527
219146,39,family,2,12057012106,1,75045,431,-82.2560939160585,27.99801378068141,33527
219146,41,family,2,12057012106,1,75045,431,-82.2560939160585,27.99801378068141,33527
219147,43,family,2,12057012106,1,45987,264,-82.25584398801233,27.99931678442694,33527
219147,45,family,2,12057012106,1,45987,264,-82.25584398801233,27.99931678442694,33527
219147,46,family,2,12057012106,2,67598,388,-82.25584398801233,27.99931678442694,33527
219147,47,family,2,12057012106,2,67598,388,-82.25584398801233,27.99931678442694,33527
219148,50,family,2,12057012106,1,58240,334,-82.25537912488431,27.99931622947133,33527
219148,51,family,2,12057012106,1,58240,334,-82.25537912488431,27.99931622947133,33527
219149,53,family,2,12057012106,1,45075,259,-82.2566137353398,27.999320094487217,33527
219149,59,family,2,12057012106,1,45075,259,-82.2566137353398,27.999320094487217,33527
219149,63,family,2,12057012106,2,30893,177,-82.2566137353398,27.999320094487217,33527
219149,66,family,2,12057012106,2,30893,177,-82.2566137353398,27.999320094487217,33527
219150,68,family,2,12057012106,1,114594,658,-82.25612012470255,27.99743675870972,33527
219150,71,family,2,12057012106,1,114594,658,-82.25612012470255,27.99743675870972,33527
219155,72,family,2,12057012106,1,39433,226,-82.2545684545142,27.99802728278261,33527
219155,75,family,2,12057012106,1,39433,226,-82.2545684545142,27.99802728278261,33527
219157,77,family,2,12057012106,1,28237,162,-82.25503980102347,27.999110962642337,33527
219157,81,family,2,12057012106,1,28237,162,-82.25503980102347,27.999110962642337,33527
219294,85,family,2,12057012106,1,58210,334,-82.2547838971522,27.99535526140602,33527
219294,86,family,2,12057012106,1,58210,334,-82.2547838971522,27.99535526140602,33527
219294,87,family,2,12057012106,2,21452,123,-82.2547838971522,27.99535526140602,33527
219294,93,family,2,12057012106,2,21452,123,-82.2547838971522,27.99535526140602,33527
228898,144,family,2,12057012208,1,167742,963,-82.25667017364286,27.97385776500869,33527
228898,146,family,2,12057012208,1,167742,963,-82.25667017364286,27.97385776500869,33527
228916,147,family,2,12057012208,1,49135,282,-82.26133982715493,27.973734246436432,33527
