hid,occupant,htype,hsize,geoid,Floor,income,FPL,x,y,ZIP
243858,19846,nonfamily,2,12057013305,1,28799,165,-82.262760940391,27.916832820141348,33596
243858,19847,nonfamily,2,12057013305,1,28799,165,-82.262760940391,27.916832820141348,33596
243858,19848,nonfamily,2,12057013305,2,101348,582,-82.262760940391,27.916832820141348,33596
243858,19850,nonfamily,2,12057013305,2,101348,582,-82.262760940391,27.916832820141348,33596
243858,19852,nonfamily,2,12057013305,3,11430,66,-82.262760940391,27.916832820141348,33596
243858,19853,nonfamily,2,12057013305,3,11430,66,-82.262760940391,27.916832820141348,33596
243858,19857,nonfamily,2,12057013305,4,110580,635,-82.262760940391,27.916832820141348,33596
243858,19859,nonfamily,2,12057013305,4,110580,635,-82.262760940391,27.916832820141348,33596
243858,19861,nonfamily,2,12057013305,5,249020,1430,-82.262760940391,27.916832820141348,33596
243858,19862,nonfamily,2,12057013305,5,249020,1430,-82.262760940391,27.916832820141348,33596
243858,19866,nonfamily,2,12057013305,6,80025,459,-82.262760940391,27.916832820141348,33596
243858,19867,nonfamily,2,12057013305,6,80025,459,-82.262760940391,27.916832820141348,33596
243858,19869,nonfamily,2,12057013305,7,70406,404,-82.262760940391,27.916832820141348,33596
243858,19870,nonfamily,2,12057013305,7,70406,404,-82.262760940391,27.916832820141348,33596
243859,17395,family,2,12057013305,1,126871,728,-82.2611894654596,27.91628777293089,33596
243859,17396,family,2,12057013305,1,126871,728,-82.2611894654596,27.91628777293089,33596
243860,17400,family,2,12057013305,1,224626,1289,-82.26169099744504,27.915110509640687,33596
243860,17404,family,2,12057013305,1,224626,1289,-82.26169099744504,27.915110509640687,33596
243861,17407,family,2,12057013305,1,15073,87,-82.26219786259283,27.915576014490743,33596
243861,17408,family,2,12057013305,1,15073,87,-82.26219786259283,27.915576014490743,33596
243862,19873,nonfamily,2,12057013305,1,110365,634,-82.26194993976681,27.915339561668464,33596
243862,19878,nonfamily,2,12057013305,1,110365,634,-82.26194993976681,27.915339561668464,33596
243863,19882,nonfamily,2,12057013305,1,45513,261,-82.26183484005549,27.91662262283953,33596
243863,19883,nonfamily,2,12057013305,1,45513,261,-82.26183484005549,27.91662262283953,33596
243864,17413,family,2,12057013305,1,51750,297,-82.26249302416385,27.915910984514973,33596
243864,17416,family,2,12057013305,1,51750,297,-82.26249302416385,27.915910984514973,33596
243865,17421,family,2,12057013305,1,73448,422,-82.2598934800829,27.91502599704356,33596
243865,17425,family,2,12057013305,1,73448,422,-82.2598934800829,27.91502599704356,33596
243866,17427,family,2,12057013305,1,156838,900,-82.26136923086766,27.914620126158383,33596
243866,17432,family,2,12057013305,1,156838,900,-82.26136923086766,27.914620126158383,33596
243867,17435,family,2,12057013305,1,57300,329,-82.26072884203863,27.913678666216526,33596
243867,17436,family,2,12057013305,1,57300,329,-82.26072884203863,27.913678666216526,33596
243868,17438,family,2,12057013305,1,45303,260,-82.26103953910473,27.91395677831794,33596
243868,17441,family,2,12057013305,1,45303,260,-82.26103953910473,27.91395677831794,33596
243869,17442,family,2,12057013305,1,25212,145,-82.26047761727641,27.91430722749916,33596
243869,17443,family,2,12057013305,1,25212,145,-82.26047761727641,27.91430722749916,33596
243870,17448,family,2,12057013305,1,123292,708,-82.26048486966076,27.91538256255889,33596
243870,17450,family,2,12057013305,1,123292,708,-82.26048486966076,27.91538256255889,33596
243872,17452,family,2,12057013305,1,49765,286,-82.26010015885011,27.912669034906347,33596
243872,17459,family,2,12057013305,1,49765,286,-82.26010015885011,27.912669034906347,33596
243873,17461,family,2,12057013305,1,214424,1231,-82.2601741311188,27.91353713504896,33596
243873,17463,family,2,12057013305,1,214424,1231,-82.2601741311188,27.91353713504896,33596
243874,17467,family,2,12057013305,1,118798,682,-82.25868887699846,27.91483995892726,33596
243874,17469,family,2,12057013305,1,118798,682,-82.25868887699846,27.91483995892726,33596
243875,17476,family,2,12057013305,1,170275,977,-82.25989571432349,27.913069132470817,33596
243875,17479,family,2,12057013305,1,170275,977,-82.25989571432349,27.913069132470817,33596
243876,17482,family,2,12057013305,1,2679,15,-82.26061151974658,27.913259042834863,33596
243876,17484,family,2,12057013305,1,2679,15,-82.26061151974658,27.913259042834863,33596
243877,17486,family,2,12057013305,1,242094,1390,-82.25912352973742,27.914370652832535,33596
243877,17490,family,2,12057013305,1,242094,1390,-82.25912352973742,27.914370652832535,33596
243878,17491,family,2,12057013305,1,221139,1269,-82.25955027881164,27.913900107912223,33596
243878,17494,family,2,12057013305,1,221139,1269,-82.25955027881164,27.913900107912223,33596
243879,17498,family,2,12057013305,1,52650,302,-82.25933368226808,27.914132933375573,33596
243879,17500,family,2,12057013305,1,52650,302,-82.25933368226808,27.914132933375573,33596
243880,17506,family,2,12057013305,1,204508,1174,-82.2599328244502,27.9137789234274,33596
243880,17511,family,2,12057013305,1,204508,1174,-82.2599328244502,27.9137789234274,33596
243881,17515,family,2,12057013305,1,99641,572,-82.25949304801266,27.91349978202845,33596
243881,17516,family,2,12057013305,1,99641,572,-82.25949304801266,27.91349978202845,33596
243882,17517,family,2,12057013305,1,106166,609,-82.25972903886934,27.91326933373213,33596
243882,17518,family,2,12057013305,1,106166,609,-82.25972903886934,27.91326933373213,33596
243883,17519,family,2,12057013305,1,80570,463,-82.2603185446154,27.91292037734447,33596
243883,17525,family,2,12057013305,1,80570,463,-82.2603185446154,27.91292037734447,33596
243883,17526,family,2,12057013305,2,57012,327,-82.2603185446154,27.91292037734447,33596
243883,17532,family,2,12057013305,2,57012,327,-82.2603185446154,27.91292037734447,33596
243917,17537,family,2,12057013305,1,82805,475,-82.25759633088654,27.914675492424248,33596
243917,17538,family,2,12057013305,1,82805,475,-82.25759633088654,27.914675492424248,33596
243918,17544,family,2,12057013305,1,147627,847,-82.25740562708062,27.91489952779262,33596
243918,17545,family,2,12057013305,1,147627,847,-82.25740562708062,27.91489952779262,33596
243919,17549,family,2,12057013305,1,75508,433,-82.25480591063071,27.914207150243243,33596
243919,17551,family,2,12057013305,1,75508,433,-82.25480591063071,27.914207150243243,33596
