hid,occupant,htype,hsize,geoid,Floor,income,FPL,x,y,ZIP
61673,41754,nonfamily,3,12057011524,1,22686,103,-82.50390817436262,28.102806242217408,33624
61673,41755,nonfamily,3,12057011524,1,22686,103,-82.50390817436262,28.102806242217408,33624
61673,41756,nonfamily,3,12057011524,1,22686,103,-82.50390817436262,28.102806242217408,33624
61687,41737,nonfamily,2,12057011524,1,219317,1259,-82.50300338755493,28.102526871569506,33624
61687,41738,nonfamily,2,12057011524,1,219317,1259,-82.50300338755493,28.102526871569506,33624
61695,40240,family,2,12057011524,1,50805,292,-82.50380422720748,28.10948307822003,33624
61695,40242,family,2,12057011524,1,50805,292,-82.50380422720748,28.10948307822003,33624
61695,40244,family,2,12057011524,2,34736,199,-82.50380422720748,28.10948307822003,33624
61695,40253,family,2,12057011524,2,34736,199,-82.50380422720748,28.10948307822003,33624
61695,40254,family,2,12057011524,3,82668,475,-82.50380422720748,28.10948307822003,33624
61695,40255,family,2,12057011524,3,82668,475,-82.50380422720748,28.10948307822003,33624
61696,40256,family,2,12057011524,1,119146,684,-82.5072340583995,28.111085451961824,33624
61696,40258,family,2,12057011524,1,119146,684,-82.5072340583995,28.111085451961824,33624
61696,40262,family,2,12057011524,2,240580,1381,-82.5072340583995,28.111085451961824,33624
61696,40265,family,2,12057011524,2,240580,1381,-82.5072340583995,28.111085451961824,33624
61696,40267,family,2,12057011524,3,76526,439,-82.5072340583995,28.111085451961824,33624
61696,40268,family,2,12057011524,3,76526,439,-82.5072340583995,28.111085451961824,33624
61696,40277,family,2,12057011524,4,97200,558,-82.5072340583995,28.111085451961824,33624
61696,40282,family,2,12057011524,4,97200,558,-82.5072340583995,28.111085451961824,33624
61696,40287,family,2,12057011524,5,188482,1082,-82.5072340583995,28.111085451961824,33624
61696,40291,family,2,12057011524,5,188482,1082,-82.5072340583995,28.111085451961824,33624
61696,40292,family,2,12057011524,6,104490,600,-82.5072340583995,28.111085451961824,33624
61696,40294,family,2,12057011524,6,104490,600,-82.5072340583995,28.111085451961824,33624
61696,40295,family,2,12057011524,7,66652,383,-82.5072340583995,28.111085451961824,33624
61696,40296,family,2,12057011524,7,66652,383,-82.5072340583995,28.111085451961824,33624
61696,40299,family,2,12057011524,8,67469,387,-82.5072340583995,28.111085451961824,33624
61696,40305,family,2,12057011524,8,67469,387,-82.5072340583995,28.111085451961824,33624
61696,40309,family,2,12057011524,9,68811,395,-82.5072340583995,28.111085451961824,33624
61696,40312,family,2,12057011524,9,68811,395,-82.5072340583995,28.111085451961824,33624
61696,40313,family,2,12057011524,10,19975,115,-82.5072340583995,28.111085451961824,33624
61696,40314,family,2,12057011524,10,19975,115,-82.5072340583995,28.111085451961824,33624
61696,40315,family,2,12057011524,11,174234,1000,-82.5072340583995,28.111085451961824,33624
61696,40323,family,2,12057011524,11,174234,1000,-82.5072340583995,28.111085451961824,33624
61696,40329,family,2,12057011524,12,33271,191,-82.5072340583995,28.111085451961824,33624
61696,40330,family,2,12057011524,12,33271,191,-82.5072340583995,28.111085451961824,33624
61696,40331,family,2,12057011524,13,43189,248,-82.5072340583995,28.111085451961824,33624
61696,40335,family,2,12057011524,13,43189,248,-82.5072340583995,28.111085451961824,33624
61696,40344,family,2,12057011524,14,42447,244,-82.5072340583995,28.111085451961824,33624
61696,40345,family,2,12057011524,14,42447,244,-82.5072340583995,28.111085451961824,33624
61696,40347,family,2,12057011524,15,166624,957,-82.5072340583995,28.111085451961824,33624
61696,40350,family,2,12057011524,15,166624,957,-82.5072340583995,28.111085451961824,33624
61696,40352,family,2,12057011524,16,55332,318,-82.5072340583995,28.111085451961824,33624
61696,40356,family,2,12057011524,16,55332,318,-82.5072340583995,28.111085451961824,33624
61696,40358,family,2,12057011524,17,161238,926,-82.5072340583995,28.111085451961824,33624
61696,40359,family,2,12057011524,17,161238,926,-82.5072340583995,28.111085451961824,33624
61696,40376,family,2,12057011524,18,23741,136,-82.5072340583995,28.111085451961824,33624
