hid,occupant,htype,hsize,geoid,Floor,income,FPL,x,y,ZIP
263800,3543,family,2,12057013412,1,120457,691,-82.31127113632638,27.8800575763978,33569
263800,3546,family,2,12057013412,1,120457,691,-82.31127113632638,27.8800575763978,33569
263801,3556,family,2,12057013412,1,213809,1227,-82.30871437544667,27.87932268111952,33569
263801,3563,family,2,12057013412,1,213809,1227,-82.30871437544667,27.87932268111952,33569
263802,3568,family,2,12057013412,1,20319,117,-82.30918691595542,27.879467014391142,33569
263802,3570,family,2,12057013412,1,20319,117,-82.30918691595542,27.879467014391142,33569
263803,3571,family,2,12057013412,1,138438,795,-82.30948473514422,27.879475270562835,33569
263803,3574,family,2,12057013412,1,138438,795,-82.30948473514422,27.879475270562835,33569
263804,3578,family,2,12057013412,1,71701,412,-82.3097951182599,27.879476460620204,33569
263804,3581,family,2,12057013412,1,71701,412,-82.3097951182599,27.879476460620204,33569
263805,3582,family,2,12057013412,1,89080,511,-82.31010455405318,27.879476075437665,33569
263805,3588,family,2,12057013412,1,89080,511,-82.31010455405318,27.879476075437665,33569
263806,3593,family,2,12057013412,1,65391,375,-82.31079937583657,27.87941700560968,33569
263806,3599,family,2,12057013412,1,65391,375,-82.31079937583657,27.87941700560968,33569
263807,3600,family,2,12057013412,1,133748,768,-82.31041134890569,27.87947559985317,33569
263807,3605,family,2,12057013412,1,133748,768,-82.31041134890569,27.87947559985317,33569
263808,3612,family,2,12057013412,1,53098,305,-82.31190228829115,27.87926661162353,33569
263808,3613,family,2,12057013412,1,53098,305,-82.31190228829115,27.87926661162353,33569
263810,3617,family,2,12057013412,1,45592,262,-82.31019689263698,27.88000748187779,33569
263810,3619,family,2,12057013412,1,45592,262,-82.31019689263698,27.88000748187779,33569
263812,3623,family,2,12057013412,1,154195,885,-82.31149720145508,27.8797674368812,33569
263812,3626,family,2,12057013412,1,154195,885,-82.31149720145508,27.8797674368812,33569
263813,3636,family,2,12057013412,1,57367,329,-82.31087548028951,27.88042275013872,33569
263813,3639,family,2,12057013412,1,57367,329,-82.31087548028951,27.88042275013872,33569
263814,3643,family,2,12057013412,1,71669,411,-82.31105436972084,27.88024895712485,33569
263814,3650,family,2,12057013412,1,71669,411,-82.31105436972084,27.88024895712485,33569
263814,3656,family,2,12057013412,2,188403,1082,-82.31105436972084,27.88024895712485,33569
263814,3664,family,2,12057013412,2,188403,1082,-82.31105436972084,27.88024895712485,33569
263815,3668,family,2,12057013412,1,65414,376,-82.30903910569633,27.881734782956453,33569
263815,3674,family,2,12057013412,1,65414,376,-82.30903910569633,27.881734782956453,33569
263816,3676,family,2,12057013412,1,171202,983,-82.30668302395475,27.884242445744725,33569
263816,3677,family,2,12057013412,1,171202,983,-82.30668302395475,27.884242445744725,33569
263817,3681,family,2,12057013412,1,130551,749,-82.30645731632886,27.883965136137977,33569
263817,3684,family,2,12057013412,1,130551,749,-82.30645731632886,27.883965136137977,33569
263818,3687,family,2,12057013412,1,71072,408,-82.30846645054227,27.88337219545174,33569
263818,3692,family,2,12057013412,1,71072,408,-82.30846645054227,27.88337219545174,33569
263819,3701,family,2,12057013412,1,148440,852,-82.30772144442591,27.883787343589606,33569
263819,3702,family,2,12057013412,1,148440,852,-82.30772144442591,27.883787343589606,33569
263820,3703,family,2,12057013412,1,23003,132,-82.30812465410212,27.88370547821541,33569
263820,3709,family,2,12057013412,1,23003,132,-82.30812465410212,27.88370547821541,33569
263821,3711,family,2,12057013412,1,141027,810,-82.3071233019339,27.883879983863874,33569
263821,3713,family,2,12057013412,1,141027,810,-82.3071233019339,27.883879983863874,33569
263822,3715,family,2,12057013412,1,45557,262,-82.30846551566574,27.88222134026645,33569
263822,3716,family,2,12057013412,1,45557,262,-82.30846551566574,27.88222134026645,33569
263823,3718,family,2,12057013412,1,767,4,-82.30903965276046,27.88270612438406,33569
263823,3720,family,2,12057013412,1,767,4,-82.30903965276046,27.88270612438406,33569
263823,3721,family,2,12057013412,2,123670,710,-82.30903965276046,27.88270612438406,33569
263823,3725,family,2,12057013412,2,123670,710,-82.30903965276046,27.88270612438406,33569
263824,3727,family,2,12057013412,1,52022,299,-82.30923154575929,27.882313323923007,33569
263824,3728,family,2,12057013412,1,52022,299,-82.30923154575929,27.882313323923007,33569
263825,3733,family,2,12057013412,1,90392,519,-82.308594653737,27.881788483688155,33569
263825,3736,family,2,12057013412,1,90392,519,-82.308594653737,27.881788483688155,33569
263826,3743,family,2,12057013412,1,110991,637,-82.30885939760202,27.883100989016544,33569
263826,3752,family,2,12057013412,1,110991,637,-82.30885939760202,27.883100989016544,33569
263826,3755,family,2,12057013412,2,59952,344,-82.30885939760202,27.883100989016544,33569
